,capacity,mean-juvenile-mortality-prob,mean-adult-mortality-prob,mortality-decrease-with-buffer,distance-for-viewing-ponds-and-woodland,movement-energy,mean-number-of-female-offspring
153,36.9970703125,0.606689453125,0.19677734375,0.17801269531250002,1.709716796875,815.234375,4.3017578125
154,36.9970703125,0.6277832031249999,0.10205078125,0.17801269531250002,1.709716796875,815.234375,4.3017578125
155,36.9970703125,0.6277832031249999,0.19677734375,0.1143701171875,1.709716796875,815.234375,4.3017578125
156,36.9970703125,0.6277832031249999,0.19677734375,0.17801269531250002,2.049072265625,815.234375,4.3017578125
157,36.9970703125,0.6277832031249999,0.19677734375,0.17801269531250002,1.709716796875,225.390625,4.3017578125
158,36.9970703125,0.6277832031249999,0.19677734375,0.17801269531250002,1.709716796875,815.234375,5.6083984375
159,36.9970703125,0.6277832031249999,0.19677734375,0.17801269531250002,1.709716796875,815.234375,4.3017578125
160,38.1689453125,0.531689453125,0.25205078125,0.0668701171875,2.674072265625,425.390625,4.1083984375
161,29.4970703125,0.531689453125,0.25205078125,0.0668701171875,2.674072265625,425.390625,4.1083984375
162,38.1689453125,0.552783203125,0.25205078125,0.0668701171875,2.674072265625,425.390625,4.1083984375
163,38.1689453125,0.531689453125,0.14677734375,0.0668701171875,2.674072265625,425.390625,4.1083984375
164,38.1689453125,0.531689453125,0.25205078125,0.1305126953125,2.674072265625,425.390625,4.1083984375
165,38.1689453125,0.531689453125,0.25205078125,0.0668701171875,1.084716796875,425.390625,4.1083984375
166,38.1689453125,0.531689453125,0.25205078125,0.0668701171875,2.674072265625,215.234375,4.1083984375
167,38.1689453125,0.531689453125,0.25205078125,0.0668701171875,2.674072265625,425.390625,5.8017578125
168,38.1689453125,0.552783203125,0.14677734375,0.1305126953125,1.084716796875,215.234375,5.8017578125
169,29.4970703125,0.531689453125,0.14677734375,0.1305126953125,1.084716796875,215.234375,5.8017578125
170,29.4970703125,0.552783203125,0.25205078125,0.1305126953125,1.084716796875,215.234375,5.8017578125
171,29.4970703125,0.552783203125,0.14677734375,0.0668701171875,1.084716796875,215.234375,5.8017578125
172,29.4970703125,0.552783203125,0.14677734375,0.1305126953125,2.674072265625,215.234375,5.8017578125
173,29.4970703125,0.552783203125,0.14677734375,0.1305126953125,1.084716796875,425.390625,5.8017578125
174,29.4970703125,0.552783203125,0.14677734375,0.1305126953125,1.084716796875,215.234375,4.1083984375
175,29.4970703125,0.552783203125,0.14677734375,0.1305126953125,1.084716796875,215.234375,5.8017578125
176,23.1689453125,0.681689453125,0.15205078125,0.16187011718750002,1.424072265625,825.390625,5.1083984375
177,14.4970703125,0.681689453125,0.15205078125,0.16187011718750002,1.424072265625,825.390625,5.1083984375
178,23.1689453125,0.40278320312500004,0.15205078125,0.16187011718750002,1.424072265625,825.390625,5.1083984375
179,23.1689453125,0.681689453125,0.24677734375,0.16187011718750002,1.424072265625,825.390625,5.1083984375
180,23.1689453125,0.681689453125,0.15205078125,0.0355126953125,1.424072265625,825.390625,5.1083984375
181,23.1689453125,0.681689453125,0.15205078125,0.16187011718750002,2.334716796875,825.390625,5.1083984375
182,23.1689453125,0.681689453125,0.15205078125,0.16187011718750002,1.424072265625,615.234375,5.1083984375
183,23.1689453125,0.681689453125,0.15205078125,0.16187011718750002,1.424072265625,825.390625,4.8017578125
184,23.1689453125,0.40278320312500004,0.24677734375,0.0355126953125,2.334716796875,615.234375,4.8017578125
185,14.4970703125,0.681689453125,0.24677734375,0.0355126953125,2.334716796875,615.234375,4.8017578125
186,14.4970703125,0.40278320312500004,0.15205078125,0.0355126953125,2.334716796875,615.234375,4.8017578125
187,14.4970703125,0.40278320312500004,0.24677734375,0.16187011718750002,2.334716796875,615.234375,4.8017578125
188,14.4970703125,0.40278320312500004,0.24677734375,0.0355126953125,1.424072265625,615.234375,4.8017578125
189,14.4970703125,0.40278320312500004,0.24677734375,0.0355126953125,2.334716796875,825.390625,4.8017578125
190,14.4970703125,0.40278320312500004,0.24677734375,0.0355126953125,2.334716796875,615.234375,5.1083984375
191,14.4970703125,0.40278320312500004,0.24677734375,0.0355126953125,2.334716796875,615.234375,4.8017578125
192,19.4189453125,0.494189453125,0.12705078125,0.18562011718750002,1.736572265625,725.390625,4.3583984375
193,25.7470703125,0.494189453125,0.12705078125,0.18562011718750002,1.736572265625,725.390625,4.3583984375
194,19.4189453125,0.590283203125,0.12705078125,0.18562011718750002,1.736572265625,725.390625,4.3583984375
195,19.4189453125,0.494189453125,0.17177734375,0.18562011718750002,1.736572265625,725.390625,4.3583984375
196,19.4189453125,0.494189453125,0.12705078125,0.1067626953125,1.736572265625,725.390625,4.3583984375
197,19.4189453125,0.494189453125,0.12705078125,0.18562011718750002,2.022216796875,725.390625,4.3583984375
198,19.4189453125,0.494189453125,0.12705078125,0.18562011718750002,1.736572265625,315.234375,4.3583984375
199,19.4189453125,0.494189453125,0.12705078125,0.18562011718750002,1.736572265625,725.390625,4.0517578125
200,19.4189453125,0.590283203125,0.17177734375,0.1067626953125,2.022216796875,315.234375,4.0517578125
201,25.7470703125,0.494189453125,0.17177734375,0.1067626953125,2.022216796875,315.234375,4.0517578125
202,25.7470703125,0.590283203125,0.12705078125,0.1067626953125,2.022216796875,315.234375,4.0517578125
203,25.7470703125,0.590283203125,0.17177734375,0.18562011718750002,2.022216796875,315.234375,4.0517578125
204,25.7470703125,0.590283203125,0.17177734375,0.1067626953125,1.736572265625,315.234375,4.0517578125
205,25.7470703125,0.590283203125,0.17177734375,0.1067626953125,2.022216796875,725.390625,4.0517578125
206,25.7470703125,0.590283203125,0.17177734375,0.1067626953125,2.022216796875,315.234375,4.3583984375
207,25.7470703125,0.590283203125,0.17177734375,0.1067626953125,2.022216796875,315.234375,4.0517578125
208,34.4189453125,0.644189453125,0.22705078125,0.0906201171875,2.986572265625,325.390625,5.3583984375
209,10.7470703125,0.644189453125,0.22705078125,0.0906201171875,2.986572265625,325.390625,5.3583984375
210,34.4189453125,0.440283203125,0.22705078125,0.0906201171875,2.986572265625,325.390625,5.3583984375
211,34.4189453125,0.644189453125,0.27177734374999996,0.0906201171875,2.986572265625,325.390625,5.3583984375
212,34.4189453125,0.644189453125,0.22705078125,0.0117626953125,2.986572265625,325.390625,5.3583984375
213,34.4189453125,0.644189453125,0.22705078125,0.0906201171875,0.772216796875,325.390625,5.3583984375
214,34.4189453125,0.644189453125,0.22705078125,0.0906201171875,2.986572265625,715.234375,5.3583984375
215,34.4189453125,0.644189453125,0.22705078125,0.0906201171875,2.986572265625,325.390625,5.0517578125
216,34.4189453125,0.440283203125,0.27177734374999996,0.0117626953125,0.772216796875,715.234375,5.0517578125
217,10.7470703125,0.644189453125,0.27177734374999996,0.0117626953125,0.772216796875,715.234375,5.0517578125
218,10.7470703125,0.440283203125,0.22705078125,0.0117626953125,0.772216796875,715.234375,5.0517578125
219,10.7470703125,0.440283203125,0.27177734374999996,0.0906201171875,0.772216796875,715.234375,5.0517578125
220,10.7470703125,0.440283203125,0.27177734374999996,0.0117626953125,2.986572265625,715.234375,5.0517578125
221,10.7470703125,0.440283203125,0.27177734374999996,0.0117626953125,0.772216796875,325.390625,5.0517578125
222,10.7470703125,0.440283203125,0.27177734374999996,0.0117626953125,0.772216796875,715.234375,5.3583984375
223,10.7470703125,0.440283203125,0.27177734374999996,0.0117626953125,0.772216796875,715.234375,5.0517578125
224,26.9189453125,0.419189453125,0.17705078125,0.1381201171875,2.361572265625,525.390625,4.8583984375
225,18.2470703125,0.419189453125,0.17705078125,0.1381201171875,2.361572265625,525.390625,4.8583984375
226,26.9189453125,0.515283203125,0.17705078125,0.1381201171875,2.361572265625,525.390625,4.8583984375
227,26.9189453125,0.419189453125,0.22177734375,0.1381201171875,2.361572265625,525.390625,4.8583984375
228,26.9189453125,0.419189453125,0.17705078125,0.0592626953125,2.361572265625,525.390625,4.8583984375
229,26.9189453125,0.419189453125,0.17705078125,0.1381201171875,1.397216796875,525.390625,4.8583984375
230,26.9189453125,0.419189453125,0.17705078125,0.1381201171875,2.361572265625,515.234375,4.8583984375
231,26.9189453125,0.419189453125,0.17705078125,0.1381201171875,2.361572265625,525.390625,4.5517578125
232,26.9189453125,0.515283203125,0.22177734375,0.0592626953125,1.397216796875,515.234375,4.5517578125
233,18.2470703125,0.419189453125,0.22177734375,0.0592626953125,1.397216796875,515.234375,4.5517578125
234,18.2470703125,0.515283203125,0.17705078125,0.0592626953125,1.397216796875,515.234375,4.5517578125
235,18.2470703125,0.515283203125,0.22177734375,0.1381201171875,1.397216796875,515.234375,4.5517578125
236,18.2470703125,0.515283203125,0.22177734375,0.0592626953125,2.361572265625,515.234375,4.5517578125
237,18.2470703125,0.515283203125,0.22177734375,0.0592626953125,1.397216796875,525.390625,4.5517578125
238,18.2470703125,0.515283203125,0.22177734375,0.0592626953125,1.397216796875,515.234375,4.8583984375
239,18.2470703125,0.515283203125,0.22177734375,0.0592626953125,1.397216796875,515.234375,4.5517578125
240,11.9189453125,0.569189453125,0.27705078125,0.0431201171875,1.111572265625,925.390625,5.8583984375
241,33.2470703125,0.569189453125,0.27705078125,0.0431201171875,1.111572265625,925.390625,5.8583984375
242,11.9189453125,0.665283203125,0.27705078125,0.0431201171875,1.111572265625,925.390625,5.8583984375
243,11.9189453125,0.569189453125,0.12177734375,0.0431201171875,1.111572265625,925.390625,5.8583984375
244,11.9189453125,0.569189453125,0.27705078125,0.1542626953125,1.111572265625,925.390625,5.8583984375
245,11.9189453125,0.569189453125,0.27705078125,0.0431201171875,2.647216796875,925.390625,5.8583984375
246,11.9189453125,0.569189453125,0.27705078125,0.0431201171875,1.111572265625,915.234375,5.8583984375
247,11.9189453125,0.569189453125,0.27705078125,0.0431201171875,1.111572265625,925.390625,5.5517578125
248,11.9189453125,0.665283203125,0.12177734375,0.1542626953125,2.647216796875,915.234375,5.5517578125
249,33.2470703125,0.569189453125,0.12177734375,0.1542626953125,2.647216796875,915.234375,5.5517578125
250,33.2470703125,0.665283203125,0.27705078125,0.1542626953125,2.647216796875,915.234375,5.5517578125
251,33.2470703125,0.665283203125,0.12177734375,0.0431201171875,2.647216796875,915.234375,5.5517578125
252,33.2470703125,0.665283203125,0.12177734375,0.1542626953125,1.111572265625,915.234375,5.5517578125
253,33.2470703125,0.665283203125,0.12177734375,0.1542626953125,2.647216796875,925.390625,5.5517578125
254,33.2470703125,0.665283203125,0.12177734375,0.1542626953125,2.647216796875,915.234375,5.8583984375
255,33.2470703125,0.665283203125,0.12177734375,0.1542626953125,2.647216796875,915.234375,5.5517578125
256,12.8564453125,0.428564453125,0.10830078125,0.1678076171875,2.439697265625,300.390625,5.4208984375
257,19.1845703125,0.428564453125,0.10830078125,0.1678076171875,2.439697265625,300.390625,5.4208984375
258,12.8564453125,0.6371582031249999,0.10830078125,0.1678076171875,2.439697265625,300.390625,5.4208984375
259,12.8564453125,0.428564453125,0.20302734374999998,0.1678076171875,2.439697265625,300.390625,5.4208984375
260,12.8564453125,0.428564453125,0.10830078125,0.16020019531250002,2.439697265625,300.390625,5.4208984375
261,12.8564453125,0.428564453125,0.10830078125,0.1678076171875,1.787841796875,300.390625,5.4208984375
262,12.8564453125,0.428564453125,0.10830078125,0.1678076171875,2.439697265625,290.234375,5.4208984375
263,12.8564453125,0.428564453125,0.10830078125,0.1678076171875,2.439697265625,300.390625,5.9892578125
264,12.8564453125,0.6371582031249999,0.20302734374999998,0.16020019531250002,1.787841796875,290.234375,5.9892578125
265,19.1845703125,0.428564453125,0.20302734374999998,0.16020019531250002,1.787841796875,290.234375,5.9892578125
266,19.1845703125,0.6371582031249999,0.10830078125,0.16020019531250002,1.787841796875,290.234375,5.9892578125
267,19.1845703125,0.6371582031249999,0.20302734374999998,0.1678076171875,1.787841796875,290.234375,5.9892578125
268,19.1845703125,0.6371582031249999,0.20302734374999998,0.16020019531250002,2.439697265625,290.234375,5.9892578125
269,19.1845703125,0.6371582031249999,0.20302734374999998,0.16020019531250002,1.787841796875,300.390625,5.9892578125
