,number-of-startind,capacity,mean-juvenile-mortality-prob,mean-adult-mortality-prob,cropland-movement-cost,woodland-movement-cost,angle-for-viewing-ponds-and-woodland,mortality-decrease-with-buffer,distance-for-viewing-ponds-and-woodland,movement-energy,mean-number-of-female-offspring
74,24.189453125,39.58984375,0.5283203125,0.208984375,5.05859375,1.0361328125,137.67578125,0.03041015625,0.5927734375,326.5625,4.41015625
75,24.189453125,32.44140625,0.5716796875,0.208984375,5.05859375,1.0361328125,137.67578125,0.03041015625,0.5927734375,326.5625,4.41015625
76,24.189453125,32.44140625,0.5283203125,0.25273437499999996,5.05859375,1.0361328125,137.67578125,0.03041015625,0.5927734375,326.5625,4.41015625
77,24.189453125,32.44140625,0.5283203125,0.208984375,5.75390625,1.0361328125,137.67578125,0.03041015625,0.5927734375,326.5625,4.41015625
78,24.189453125,32.44140625,0.5283203125,0.208984375,5.05859375,1.4873046875,137.67578125,0.03041015625,0.5927734375,326.5625,4.41015625
79,24.189453125,32.44140625,0.5283203125,0.208984375,5.05859375,1.0361328125,171.62109375,0.03041015625,0.5927734375,326.5625,4.41015625
80,24.189453125,32.44140625,0.5283203125,0.208984375,5.05859375,1.0361328125,137.67578125,0.03115234375,0.5927734375,326.5625,4.41015625
81,24.189453125,32.44140625,0.5283203125,0.208984375,5.05859375,1.0361328125,137.67578125,0.03041015625,2.0673828125,326.5625,4.41015625
82,24.189453125,32.44140625,0.5283203125,0.208984375,5.05859375,1.0361328125,137.67578125,0.03041015625,0.5927734375,376.5625,4.41015625
83,24.189453125,32.44140625,0.5283203125,0.208984375,5.05859375,1.0361328125,137.67578125,0.03041015625,0.5927734375,326.5625,5.94921875
84,24.189453125,39.58984375,0.5716796875,0.25273437499999996,5.75390625,1.4873046875,171.62109375,0.03115234375,2.0673828125,376.5625,5.94921875
85,61.103515625,32.44140625,0.5716796875,0.25273437499999996,5.75390625,1.4873046875,171.62109375,0.03115234375,2.0673828125,376.5625,5.94921875
86,61.103515625,39.58984375,0.5283203125,0.25273437499999996,5.75390625,1.4873046875,171.62109375,0.03115234375,2.0673828125,376.5625,5.94921875
87,61.103515625,39.58984375,0.5716796875,0.208984375,5.75390625,1.4873046875,171.62109375,0.03115234375,2.0673828125,376.5625,5.94921875
88,61.103515625,39.58984375,0.5716796875,0.25273437499999996,5.05859375,1.4873046875,171.62109375,0.03115234375,2.0673828125,376.5625,5.94921875
89,61.103515625,39.58984375,0.5716796875,0.25273437499999996,5.75390625,1.0361328125,171.62109375,0.03115234375,2.0673828125,376.5625,5.94921875
90,61.103515625,39.58984375,0.5716796875,0.25273437499999996,5.75390625,1.4873046875,137.67578125,0.03115234375,2.0673828125,376.5625,5.94921875
91,61.103515625,39.58984375,0.5716796875,0.25273437499999996,5.75390625,1.4873046875,171.62109375,0.03041015625,2.0673828125,376.5625,5.94921875
92,61.103515625,39.58984375,0.5716796875,0.25273437499999996,5.75390625,1.4873046875,171.62109375,0.03115234375,0.5927734375,376.5625,5.94921875
93,61.103515625,39.58984375,0.5716796875,0.25273437499999996,5.75390625,1.4873046875,171.62109375,0.03115234375,2.0673828125,326.5625,5.94921875
94,61.103515625,39.58984375,0.5716796875,0.25273437499999996,5.75390625,1.4873046875,171.62109375,0.03115234375,2.0673828125,376.5625,4.41015625
95,61.103515625,39.58984375,0.5716796875,0.25273437499999996,5.75390625,1.4873046875,171.62109375,0.03115234375,2.0673828125,376.5625,5.94921875
96,33.564453125,13.69140625,0.4158203125,0.233984375,5.30859375,0.8486328125,96.42578125,0.14916015625,2.1552734375,826.5625,5.16015625
97,51.728515625,13.69140625,0.4158203125,0.233984375,5.30859375,0.8486328125,96.42578125,0.14916015625,2.1552734375,826.5625,5.16015625
98,33.564453125,20.83984375,0.4158203125,0.233984375,5.30859375,0.8486328125,96.42578125,0.14916015625,2.1552734375,826.5625,5.16015625
99,33.564453125,13.69140625,0.6841796874999999,0.233984375,5.30859375,0.8486328125,96.42578125,0.14916015625,2.1552734375,826.5625,5.16015625
100,33.564453125,13.69140625,0.4158203125,0.277734375,5.30859375,0.8486328125,96.42578125,0.14916015625,2.1552734375,826.5625,5.16015625
101,33.564453125,13.69140625,0.4158203125,0.233984375,5.50390625,0.8486328125,96.42578125,0.14916015625,2.1552734375,826.5625,5.16015625
102,33.564453125,13.69140625,0.4158203125,0.233984375,5.30859375,1.2998046875,96.42578125,0.14916015625,2.1552734375,826.5625,5.16015625
103,33.564453125,13.69140625,0.4158203125,0.233984375,5.30859375,0.8486328125,157.87109375,0.14916015625,2.1552734375,826.5625,5.16015625
104,33.564453125,13.69140625,0.4158203125,0.233984375,5.30859375,0.8486328125,96.42578125,0.14990234375,2.1552734375,826.5625,5.16015625
105,33.564453125,13.69140625,0.4158203125,0.233984375,5.30859375,0.8486328125,96.42578125,0.14916015625,1.1298828125,826.5625,5.16015625
106,33.564453125,13.69140625,0.4158203125,0.233984375,5.30859375,0.8486328125,96.42578125,0.14916015625,2.1552734375,876.5625,5.16015625
107,33.564453125,13.69140625,0.4158203125,0.233984375,5.30859375,0.8486328125,96.42578125,0.14916015625,2.1552734375,826.5625,5.19921875
108,33.564453125,20.83984375,0.6841796874999999,0.277734375,5.50390625,1.2998046875,157.87109375,0.14990234375,1.1298828125,876.5625,5.19921875
109,51.728515625,13.69140625,0.6841796874999999,0.277734375,5.50390625,1.2998046875,157.87109375,0.14990234375,1.1298828125,876.5625,5.19921875
110,51.728515625,20.83984375,0.4158203125,0.277734375,5.50390625,1.2998046875,157.87109375,0.14990234375,1.1298828125,876.5625,5.19921875
111,51.728515625,20.83984375,0.6841796874999999,0.233984375,5.50390625,1.2998046875,157.87109375,0.14990234375,1.1298828125,876.5625,5.19921875
112,51.728515625,20.83984375,0.6841796874999999,0.277734375,5.30859375,1.2998046875,157.87109375,0.14990234375,1.1298828125,876.5625,5.19921875
113,51.728515625,20.83984375,0.6841796874999999,0.277734375,5.50390625,0.8486328125,157.87109375,0.14990234375,1.1298828125,876.5625,5.19921875
114,51.728515625,20.83984375,0.6841796874999999,0.277734375,5.50390625,1.2998046875,96.42578125,0.14990234375,1.1298828125,876.5625,5.19921875
115,51.728515625,20.83984375,0.6841796874999999,0.277734375,5.50390625,1.2998046875,157.87109375,0.14916015625,1.1298828125,876.5625,5.19921875
116,51.728515625,20.83984375,0.6841796874999999,0.277734375,5.50390625,1.2998046875,157.87109375,0.14990234375,2.1552734375,876.5625,5.19921875
117,51.728515625,20.83984375,0.6841796874999999,0.277734375,5.50390625,1.2998046875,157.87109375,0.14990234375,1.1298828125,826.5625,5.19921875
118,51.728515625,20.83984375,0.6841796874999999,0.277734375,5.50390625,1.2998046875,157.87109375,0.14990234375,1.1298828125,876.5625,5.16015625
119,51.728515625,20.83984375,0.6841796874999999,0.277734375,5.50390625,1.2998046875,157.87109375,0.14990234375,1.1298828125,876.5625,5.19921875
120,71.064453125,28.69140625,0.5658203125,0.133984375,4.30859375,1.5986328125,151.42578125,0.05416015625,0.9052734375,426.5625,4.16015625
121,14.228515625,28.69140625,0.5658203125,0.133984375,4.30859375,1.5986328125,151.42578125,0.05416015625,0.9052734375,426.5625,4.16015625
122,71.064453125,35.83984375,0.5658203125,0.133984375,4.30859375,1.5986328125,151.42578125,0.05416015625,0.9052734375,426.5625,4.16015625
123,71.064453125,28.69140625,0.5341796875,0.133984375,4.30859375,1.5986328125,151.42578125,0.05416015625,0.9052734375,426.5625,4.16015625
124,71.064453125,28.69140625,0.5658203125,0.177734375,4.30859375,1.5986328125,151.42578125,0.05416015625,0.9052734375,426.5625,4.16015625
125,71.064453125,28.69140625,0.5658203125,0.133984375,4.50390625,1.5986328125,151.42578125,0.05416015625,0.9052734375,426.5625,4.16015625
126,71.064453125,28.69140625,0.5658203125,0.133984375,4.30859375,0.5498046875,151.42578125,0.05416015625,0.9052734375,426.5625,4.16015625
127,71.064453125,28.69140625,0.5658203125,0.133984375,4.30859375,1.5986328125,102.87109375,0.05416015625,0.9052734375,426.5625,4.16015625
128,71.064453125,28.69140625,0.5658203125,0.133984375,4.30859375,1.5986328125,151.42578125,0.054902343750000006,0.9052734375,426.5625,4.16015625
129,71.064453125,28.69140625,0.5658203125,0.133984375,4.30859375,1.5986328125,151.42578125,0.05416015625,2.3798828125,426.5625,4.16015625
130,71.064453125,28.69140625,0.5658203125,0.133984375,4.30859375,1.5986328125,151.42578125,0.05416015625,0.9052734375,476.5625,4.16015625
131,71.064453125,28.69140625,0.5658203125,0.133984375,4.30859375,1.5986328125,151.42578125,0.05416015625,0.9052734375,426.5625,4.19921875
132,71.064453125,35.83984375,0.5341796875,0.177734375,4.50390625,0.5498046875,102.87109375,0.054902343750000006,2.3798828125,476.5625,4.19921875
133,14.228515625,28.69140625,0.5341796875,0.177734375,4.50390625,0.5498046875,102.87109375,0.054902343750000006,2.3798828125,476.5625,4.19921875
134,14.228515625,35.83984375,0.5658203125,0.177734375,4.50390625,0.5498046875,102.87109375,0.054902343750000006,2.3798828125,476.5625,4.19921875
135,14.228515625,35.83984375,0.5341796875,0.133984375,4.50390625,0.5498046875,102.87109375,0.054902343750000006,2.3798828125,476.5625,4.19921875
136,14.228515625,35.83984375,0.5341796875,0.177734375,4.30859375,0.5498046875,102.87109375,0.054902343750000006,2.3798828125,476.5625,4.19921875
137,14.228515625,35.83984375,0.5341796875,0.177734375,4.50390625,1.5986328125,102.87109375,0.054902343750000006,2.3798828125,476.5625,4.19921875
138,14.228515625,35.83984375,0.5341796875,0.177734375,4.50390625,0.5498046875,151.42578125,0.054902343750000006,2.3798828125,476.5625,4.19921875
139,14.228515625,35.83984375,0.5341796875,0.177734375,4.50390625,0.5498046875,102.87109375,0.05416015625,2.3798828125,476.5625,4.19921875
140,14.228515625,35.83984375,0.5341796875,0.177734375,4.50390625,0.5498046875,102.87109375,0.054902343750000006,0.9052734375,476.5625,4.19921875
141,14.228515625,35.83984375,0.5341796875,0.177734375,4.50390625,0.5498046875,102.87109375,0.054902343750000006,2.3798828125,426.5625,4.19921875
142,14.228515625,35.83984375,0.5341796875,0.177734375,4.50390625,0.5498046875,102.87109375,0.054902343750000006,2.3798828125,476.5625,4.16015625
143,14.228515625,35.83984375,0.5341796875,0.177734375,4.50390625,0.5498046875,102.87109375,0.054902343750000006,2.3798828125,476.5625,4.19921875
144,52.314453125,21.19140625,0.4908203125,0.28398437499999996,4.80859375,1.9736328125,123.92578125,0.10166015625,1.5302734375,226.5625,4.66015625
145,32.978515625,21.19140625,0.4908203125,0.28398437499999996,4.80859375,1.9736328125,123.92578125,0.10166015625,1.5302734375,226.5625,4.66015625
146,52.314453125,13.33984375,0.4908203125,0.28398437499999996,4.80859375,1.9736328125,123.92578125,0.10166015625,1.5302734375,226.5625,4.66015625
147,52.314453125,21.19140625,0.6091796875,0.28398437499999996,4.80859375,1.9736328125,123.92578125,0.10166015625,1.5302734375,226.5625,4.66015625
148,52.314453125,21.19140625,0.4908203125,0.127734375,4.80859375,1.9736328125,123.92578125,0.10166015625,1.5302734375,226.5625,4.66015625
149,52.314453125,21.19140625,0.4908203125,0.28398437499999996,5.00390625,1.9736328125,123.92578125,0.10166015625,1.5302734375,226.5625,4.66015625
150,52.314453125,21.19140625,0.4908203125,0.28398437499999996,4.80859375,0.9248046875,123.92578125,0.10166015625,1.5302734375,226.5625,4.66015625
151,52.314453125,21.19140625,0.4908203125,0.28398437499999996,4.80859375,1.9736328125,130.37109375,0.10166015625,1.5302734375,226.5625,4.66015625
152,52.314453125,21.19140625,0.4908203125,0.28398437499999996,4.80859375,1.9736328125,123.92578125,0.10240234375,1.5302734375,226.5625,4.66015625
153,52.314453125,21.19140625,0.4908203125,0.28398437499999996,4.80859375,1.9736328125,123.92578125,0.10166015625,0.5048828125,226.5625,4.66015625
154,52.314453125,21.19140625,0.4908203125,0.28398437499999996,4.80859375,1.9736328125,123.92578125,0.10166015625,1.5302734375,676.5625,4.66015625
155,52.314453125,21.19140625,0.4908203125,0.28398437499999996,4.80859375,1.9736328125,123.92578125,0.10166015625,1.5302734375,226.5625,4.69921875
156,52.314453125,13.33984375,0.6091796875,0.127734375,5.00390625,0.9248046875,130.37109375,0.10240234375,0.5048828125,676.5625,4.69921875
157,32.978515625,21.19140625,0.6091796875,0.127734375,5.00390625,0.9248046875,130.37109375,0.10240234375,0.5048828125,676.5625,4.69921875
158,32.978515625,13.33984375,0.4908203125,0.127734375,5.00390625,0.9248046875,130.37109375,0.10240234375,0.5048828125,676.5625,4.69921875
159,32.978515625,13.33984375,0.6091796875,0.28398437499999996,5.00390625,0.9248046875,130.37109375,0.10240234375,0.5048828125,676.5625,4.69921875
160,32.978515625,13.33984375,0.6091796875,0.127734375,4.80859375,0.9248046875,130.37109375,0.10240234375,0.5048828125,676.5625,4.69921875
161,32.978515625,13.33984375,0.6091796875,0.127734375,5.00390625,1.9736328125,130.37109375,0.10240234375,0.5048828125,676.5625,4.69921875
162,32.978515625,13.33984375,0.6091796875,0.127734375,5.00390625,0.9248046875,123.92578125,0.10240234375,0.5048828125,676.5625,4.69921875
163,32.978515625,13.33984375,0.6091796875,0.127734375,5.00390625,0.9248046875,130.37109375,0.10166015625,0.5048828125,676.5625,4.69921875
164,32.978515625,13.33984375,0.6091796875,0.127734375,5.00390625,0.9248046875,130.37109375,0.10240234375,1.5302734375,676.5625,4.69921875
165,32.978515625,13.33984375,0.6091796875,0.127734375,5.00390625,0.9248046875,130.37109375,0.10240234375,0.5048828125,226.5625,4.69921875
166,32.978515625,13.33984375,0.6091796875,0.127734375,5.00390625,0.9248046875,130.37109375,0.10240234375,0.5048828125,676.5625,4.66015625
167,32.978515625,13.33984375,0.6091796875,0.127734375,5.00390625,0.9248046875,130.37109375,0.10240234375,0.5048828125,676.5625,4.69921875
168,14.814453125,36.19140625,0.6408203124999999,0.18398437499999998,5.80859375,1.2236328125,178.92578125,0.19666015625000002,2.7802734375,626.5625,5.66015625
169,70.478515625,36.19140625,0.6408203124999999,0.18398437499999998,5.80859375,1.2236328125,178.92578125,0.19666015625000002,2.7802734375,626.5625,5.66015625
170,14.814453125,28.33984375,0.6408203124999999,0.18398437499999998,5.80859375,1.2236328125,178.92578125,0.19666015625000002,2.7802734375,626.5625,5.66015625
171,14.814453125,36.19140625,0.4591796875,0.18398437499999998,5.80859375,1.2236328125,178.92578125,0.19666015625000002,2.7802734375,626.5625,5.66015625
172,14.814453125,36.19140625,0.6408203124999999,0.227734375,5.80859375,1.2236328125,178.92578125,0.19666015625000002,2.7802734375,626.5625,5.66015625
173,14.814453125,36.19140625,0.6408203124999999,0.18398437499999998,4.00390625,1.2236328125,178.92578125,0.19666015625000002,2.7802734375,626.5625,5.66015625
174,14.814453125,36.19140625,0.6408203124999999,0.18398437499999998,5.80859375,1.6748046875,178.92578125,0.19666015625000002,2.7802734375,626.5625,5.66015625
175,14.814453125,36.19140625,0.6408203124999999,0.18398437499999998,5.80859375,1.2236328125,75.37109375,0.19666015625000002,2.7802734375,626.5625,5.66015625
176,14.814453125,36.19140625,0.6408203124999999,0.18398437499999998,5.80859375,1.2236328125,178.92578125,0.19740234375000001,2.7802734375,626.5625,5.66015625
177,14.814453125,36.19140625,0.6408203124999999,0.18398437499999998,5.80859375,1.2236328125,178.92578125,0.19666015625000002,1.7548828125,626.5625,5.66015625
178,14.814453125,36.19140625,0.6408203124999999,0.18398437499999998,5.80859375,1.2236328125,178.92578125,0.19666015625000002,2.7802734375,276.5625,5.66015625
179,14.814453125,36.19140625,0.6408203124999999,0.18398437499999998,5.80859375,1.2236328125,178.92578125,0.19666015625000002,2.7802734375,626.5625,5.69921875
180,14.814453125,28.33984375,0.4591796875,0.227734375,4.00390625,1.6748046875,75.37109375,0.19740234375000001,1.7548828125,276.5625,5.69921875
181,70.478515625,36.19140625,0.4591796875,0.227734375,4.00390625,1.6748046875,75.37109375,0.19740234375000001,1.7548828125,276.5625,5.69921875
182,70.478515625,28.33984375,0.6408203124999999,0.227734375,4.00390625,1.6748046875,75.37109375,0.19740234375000001,1.7548828125,276.5625,5.69921875
183,70.478515625,28.33984375,0.4591796875,0.18398437499999998,4.00390625,1.6748046875,75.37109375,0.19740234375000001,1.7548828125,276.5625,5.69921875
184,70.478515625,28.33984375,0.4591796875,0.227734375,5.80859375,1.6748046875,75.37109375,0.19740234375000001,1.7548828125,276.5625,5.69921875
185,70.478515625,28.33984375,0.4591796875,0.227734375,4.00390625,1.2236328125,75.37109375,0.19740234375000001,1.7548828125,276.5625,5.69921875
186,70.478515625,28.33984375,0.4591796875,0.227734375,4.00390625,1.6748046875,178.92578125,0.19740234375000001,1.7548828125,276.5625,5.69921875
187,70.478515625,28.33984375,0.4591796875,0.227734375,4.00390625,1.6748046875,75.37109375,0.19666015625000002,1.7548828125,276.5625,5.69921875
